"dat_vero_low","dat_vero_fit","dat_vero_high","coverage","gene"
0,0,0,"0","ORF1a"
0.00137203055331018,0.00197066847855022,0.00256930640379025,"0.1","ORF1a"
0.00274300515360251,0.0039351022503401,0.00512719934707769,"0.2","ORF1a"
0.0041129063508685,0.00589330619494156,0.00767370603901462,"0.3","ORF1a"
0.00548171667733096,0.00784528519192651,0.0102088537065221,"0.4","ORF1a"
0.00684941864729163,0.00979104412086687,0.0127326695944421,"0.5","ORF1a"
0.00821599475697816,0.0117305878613345,0.0152451809656909,"0.6","ORF1a"
0.00958142748439061,0.0136639212929015,0.0177464151014123,"0.7","ORF1a"
0.0109456992891473,0.0155910492951395,0.0202363993011317,"0.8","ORF1a"
0.0123087926123303,0.0175119767476206,0.0227151608829109,"0.9","ORF1a"
0.01367068987633,0.0194267085299167,0.0251827271835033,"1","ORF1a"
0.0150313734846898,0.0213352495215996,0.0276391255585094,"1.1","ORF1a"
0.0163908258219501,0.0232376046022413,0.0300843833825326,"1.2","ORF1a"
0.0177490292534915,0.0251337786514138,0.032518528049336,"1.3","ORF1a"
0.0191059661253784,0.0270237765486888,0.0349415869719993,"1.4","ORF1a"
0.0204616187642014,0.0289076031736384,0.0373535875830754,"1.5","ORF1a"
0.0218159694769203,0.0307852634058344,0.0397545573347485,"1.6","ORF1a"
0.0231690005507062,0.0326567621248488,0.0421445236989914,"1.7","ORF1a"
0.0245206942527833,0.0345221042102534,0.0445235141677236,"1.8","ORF1a"
0.0258710328302711,0.0363812945416202,0.0468915562529694,"1.9","ORF1a"
0.0272199985100261,0.0382343379985211,0.0492486774870161,"2","ORF1a"
0.0285675734984833,0.040081239460528,0.0515949054225727,"2.1","ORF1a"
0.0299137399814979,0.0419220038072129,0.0539302676329278,"2.2","ORF1a"
0.0312584801241866,0.0437566359181475,0.0562547917121083,"2.3","ORF1a"
0.0326017760707699,0.0455851406729038,0.0585685052750378,"2.4","ORF1a"
0.033943609944413,0.0474075229510539,0.0608714359576948,"2.5","ORF1a"
0.0352839638470684,0.0492237876321695,0.0631636114172706,"2.6","ORF1a"
0.0366228198593175,0.0510339395958225,0.0654450593323276,"2.7","ORF1a"
0.0379601600402132,0.052837983721585,0.0677158074029568,"2.8","ORF1a"
0.0392959664271226,0.0546359248890287,0.0699758833509349,"2.9","ORF1a"
0.04063022103557,0.0564277679777257,0.0722253149198814,"3","ORF1a"
0.0419629058590806,0.0582135178672478,0.074464129875415,"3.1","ORF1a"
0.043294002869024,0.0599931794371669,0.0766923560053098,"3.2","ORF1a"
0.0446234940144598,0.061766757567055,0.0789100211196502,"3.3","ORF1a"
0.0459513612219818,0.0635342571364839,0.081117153050986,"3.4","ORF1a"
0.047277586395565,0.0652956830250256,0.0833137796544862,"3.5","ORF1a"
0.0486021514164116,0.067051040112252,0.0854999288080923,"3.6","ORF1a"
0.0499250381427994,0.068800333277735,0.0876756284126705,"3.7","ORF1a"
0.05124622840993,0.0705435674010465,0.0898409063921629,"3.8","ORF1a"
0.0525657040297787,0.0722807473617584,0.091995790693738,"3.9","ORF1a"
0.0538834467909454,0.0740118780394426,0.0941403092879398,"4","ORF1a"
0.0551994384585067,0.0757369643136711,0.0962744901688356,"4.1","ORF1a"
0.056513660773869,0.0774560110640158,0.0983983613541625,"4.2","ORF1a"
0.057826095454624,0.0791690231700485,0.100511950885473,"4.3","ORF1a"
0.0591367241944042,0.0808760055113412,0.102615286828278,"4.4","ORF1a"
0.0604455286627413,0.0825769629674658,0.10470839727219,"4.5","ORF1a"
0.0617524905049258,0.0842719004179942,0.106791310331063,"4.6","ORF1a"
0.0630575913418685,0.0859608227424983,0.108864054143128,"4.7","ORF1a"
0.0643608127699638,0.0876437348205501,0.110926656871136,"4.8","ORF1a"
0.0656621363609552,0.0893206415317215,0.112979146702488,"4.9","ORF1a"
0.0669615436618029,0.0909915477555842,0.115021551849366,"5","ORF1a"
0.0682590161945536,0.0926564583717104,0.117053900548867,"5.1","ORF1a"
0.0695545354562131,0.0943153782596718,0.119076221063131,"5.2","ORF1a"
0.0708480829186208,0.0959683122990404,0.12108854167946,"5.3","ORF1a"
0.0721396400283278,0.0976152653693881,0.123090890710448,"5.4","ORF1a"
0.0734291882064763,0.0992562423502868,0.125083296494097,"5.5","ORF1a"
