"dat_vero_low","dat_vero_fit","dat_vero_high","coverage","gene"
0,0,0,"0","S"
0.000652963339015706,0.00475137732011313,0.00884979130121055,"0.1","S"
0.00135294013645322,0.00951427822685278,0.0176756163172524,"0.2","S"
0.00209963478099085,0.0142885606371963,0.0264774864934017,"0.3","S"
0.00289275153852371,0.0190740824681208,0.0352554133977179,"0.4","S"
0.00373199455111809,0.0238707016366037,0.0440094087220893,"0.5","S"
0.00461706783596207,0.0286782760596222,0.0527394842832824,"0.6","S"
0.00554767528431218,0.0334966636541536,0.0614456520239951,"0.7","S"
0.00652352066043682,0.0383257223371752,0.0701279240139137,"0.8","S"
0.0075443076005559,0.0431653100256643,0.0787863124507727,"0.9","S"
0.00860973961177781,0.048015284636598,0.0874208296614182,"1","S"
0.00971952007103314,0.0528755040869538,0.0960314881028745,"1.1","S"
0.0108733522240055,0.0577458262937087,0.104618300363412,"1.2","S"
0.0120709391840607,0.0626261091738403,0.11318127916362,"1.3","S"
0.0133119839311725,0.0675162106443255,0.121720437357479,"1.4","S"
0.0145961893108475,0.072415988622142,0.130235787933436,"1.5","S"
0.015923258033047,0.0773253010242667,0.138727344015486,"1.6","S"
0.0172928926711093,0.0822440057676771,0.147195118864245,"1.7","S"
0.0187047956606684,0.0871719607693503,0.155639125878032,"1.8","S"
0.0201586692985743,0.0921090239462637,0.164059378593953,"1.9","S"
0.0216542157418108,0.0970550532153946,0.172455890688978,"2","S"
0.0231911370064139,0.10200990649372,0.180828675981026,"2.1","S"
0.0247691349663905,0.106973441698218,0.189177748430045,"2.2","S"
0.0263879113526363,0.111945516745864,0.197503122139093,"2.3","S"
0.0280471677518564,0.116925989553638,0.205804811355419,"2.4","S"
0.0297466056054854,0.121914718038515,0.214082830471544,"2.5","S"
0.0314859262086093,0.126911560117473,0.222337194026337,"2.6","S"
0.0332648307088899,0.13191637370749,0.230567916706089,"2.7","S"
0.0350830201054912,0.136929016725542,0.238775013345592,"2.8","S"
0.0369401952480089,0.141949347088607,0.246958498929204,"2.9","S"
0.0388360568354013,0.146977222713662,0.255118388591922,"3","S"
0.040770305414927,0.152012501517684,0.263254697620442,"3.1","S"
0.0427426413810842,0.157055041417652,0.271367441454219,"3.2","S"
0.0447527649745546,0.162104700330541,0.279456635686527,"3.3","S"
0.0468003762811544,0.16716133617333,0.287522296065505,"3.4","S"
0.0488851752307888,0.172224806862995,0.2955644384952,"3.5","S"
0.0510068615964141,0.177294970316513,0.303583079036613,"3.6","S"
0.0531651349930052,0.182371684450863,0.311578233908721,"3.7","S"
0.0553596948765316,0.187454807183021,0.319549919489511,"3.8","S"
0.0575902405429406,0.192544196429965,0.32749815231699,"3.9","S"
0.0598564711271491,0.197639710108672,0.335422949090195,"4","S"
0.0621580856020447,0.202741206136119,0.343324326670193,"4.1","S"
0.064494782777496,0.207848542429283,0.35120230208107,"4.2","S"
0.0668662612993747,0.212961576905142,0.35905689251091,"4.3","S"
0.0692722196485863,0.218080167480673,0.36688811531276,"4.4","S"
0.071712356140116,0.223204172072853,0.37469598800559,"4.5","S"
0.0741863689220842,0.22833344859866,0.382480528275235,"4.6","S"
0.0766939559748174,0.23346785497507,0.390241753975323,"4.7","S"
0.0792348151099315,0.238607249119062,0.397979683128192,"4.8","S"
0.0818086439694319,0.243751488947612,0.405694333925792,"4.9","S"
0.0844151400248273,0.248900432377697,0.413385724730567,"5","S"
0.0870540005762623,0.254053937326295,0.421053874076329,"5.1","S"
0.0897249227516657,0.259211861710384,0.428698800669102,"5.2","S"
0.0924276035059183,0.26437406344694,0.436320523387961,"5.3","S"
0.0951617396200397,0.26954040045294,0.443919061285841,"5.4","S"
0.0979270277003947,0.274710730645363,0.451494433590331,"5.5","S"
0.100723164177923,0.279884911941184,0.459046659704446,"5.6","S"
0.103549845307388,0.285062802257383,0.466575759207378,"5.7","S"
0.106406767166652,0.290244259510935,0.474081751855217,"5.8","S"
0.109293625655977,0.295429141618818,0.48156465758166,"5.9","S"
0.112210116497341,0.300617306498009,0.489024496498678,"6","S"
0.115155935233799,0.305808612065486,0.496461288897174,"6.1","S"
0.118130777228853,0.311002916238226,0.5038750552476,"6.2","S"
0.121134337665864,0.316200076933206,0.511265816200549,"6.3","S"
0.124166311547488,0.321399952067404,0.518633592587319,"6.4","S"
0.127226393695147,0.326602399557796,0.525978405420445,"6.5","S"
0.130314278748527,0.33180727732136,0.533300275894193,"6.6","S"
0.133429661165119,0.337014443275073,0.540599225385028,"6.7","S"
0.136572235219788,0.342223755335913,0.547875275452039,"6.8","S"
0.13974169500438,0.347435071420857,0.555128447837333,"6.9","S"
0.142937734427374,0.352648249446881,0.562358764466388,"7","S"
0.146160047213565,0.357863147330964,0.569566247448364,"7.1","S"
0.149408326903789,0.363079622990083,0.576750919076376,"7.2","S"
0.152682266854701,0.368297534341214,0.583912801827727,"7.3","S"
0.155981560238586,0.373516739301336,0.591051918364086,"7.4","S"
0.159305900043217,0.378737095787425,0.598168291531632,"7.5","S"
0.162654979071771,0.383958461716458,0.605261944361144,"7.6","S"
0.166028489942784,0.389180695005413,0.612332900068043,"7.7","S"
0.169426125090157,0.394403653571268,0.619381182052379,"7.8","S"
0.172847576763225,0.399627195330999,0.626406813898774,"7.9","S"
0.176292537026866,0.404851178201584,0.633409819376302,"8","S"
0.179760697761685,0.410075460100001,0.640390222438316,"8.1","S"
0.183251750664234,0.415299898943225,0.647348047222215,"8.2","S"
0.186765387247315,0.420524352648235,0.654283318049154,"8.3","S"
0.190301298840329,0.425748679132007,0.661196059423686,"8.4","S"
0.193859176589695,0.43097273631152,0.668086296033346,"8.5","S"
0.19743871145934,0.436196382103751,0.674954052748162,"8.6","S"
0.201039594231249,0.441419474425676,0.681799354620102,"8.7","S"
0.204661515506094,0.446641871194273,0.688622226882452,"8.8","S"
0.208304165703928,0.451863430326519,0.695422694949109,"8.9","S"
0.211967235064963,0.457084009739391,0.70220078441382,"9","S"
0.215650413650415,0.462303467349868,0.70895652104932,"9.1","S"
0.219353391343441,0.467521661074925,0.715689930806409,"9.2","S"
0.223075857850149,0.472738448831541,0.722401039812933,"9.3","S"
0.226817502700693,0.477953688536692,0.729089874372692,"9.4","S"
0.230578015250462,0.483167238107356,0.73575646096425,"9.5","S"
0.234357084681354,0.48837895546051,0.742400826239666,"9.6","S"
0.23815440000314,0.493588698513132,0.749022997023124,"9.7","S"
0.241969650054927,0.498796325182199,0.755623000309471,"9.8","S"
0.245802523506714,0.504001693384687,0.76220086326266,"9.9","S"
0.249652708861058,0.509204661037574,0.768756613214091,"10","S"
0.253519894454829,0.514405086057838,0.775290277660847,"10.1","S"
0.25740376846108,0.519602826362456,0.781801884263832,"10.2","S"
0.261304018891025,0.524797739868405,0.788291460845785,"10.3","S"
0.265220333596123,0.529989684492662,0.7947590353892,"10.4","S"
0.269152400270285,0.535178518152204,0.801204636034124,"10.5","S"
0.273099906452186,0.540364098764009,0.807628291075833,"10.6","S"
0.277062539527714,0.545546284245055,0.814030028962397,"10.7","S"
0.281039986732522,0.550724932512318,0.820409878292114,"10.8","S"
0.285031935154728,0.555899901482776,0.826767867810824,"10.9","S"
0.289038071737725,0.561071049073405,0.833104026409085,"11","S"
0.29305808328314,0.566238233201184,0.839418383119228,"11.1","S"
0.297091656453915,0.571401311783089,0.845710967112262,"11.2","S"
