"dat_vero_low","dat_vero_fit","dat_vero_high","coverage","gene"
0,0,0,"0","Nsp6"
-0.000493412565607984,6.65019525801294e-05,0.000626416470768243,"0.1","Nsp6"
-0.000977215784544796,0.000137768236801882,0.00125275225814856,"0.2","Nsp6"
-0.00145145697390065,0.000213772444678986,0.00187900186325862,"0.3","Nsp6"
-0.0019161834674271,0.00029448816822517,0.00250515980387744,"0.4","Nsp6"
-0.00237144261567967,0.000379888999454161,0.00313122061458799,"0.5","Nsp6"
-0.00281728178616101,0.00046994853037969,0.00375717884692039,"0.6","Nsp6"
-0.00325374836346456,0.000564640353015482,0.00438302906949553,"0.7","Nsp6"
-0.00368088974941881,0.000663938059375269,0.00500876586816935,"0.8","Nsp6"
-0.00409875336323193,0.000767815241472777,0.00563438384617749,"0.9","Nsp6"
-0.00450738664163698,0.000876245491321733,0.00625987762428044,"1","Nsp6"
-0.0049068370390374,0.000989202400935875,0.00688524184090915,"1.1","Nsp6"
-0.0052971520276531,0.00110665956232891,0.00751047115231092,"1.2","Nsp6"
-0.00567837909766667,0.00122859056751459,0.00813556023269585,"1.3","Nsp6"
-0.00605056575737018,0.00135496900850663,0.00876050377438343,"1.4","Nsp6"
-0.00641375953331208,0.00148576847731876,0.0093852964879496,"1.5","Nsp6"
-0.0067680079704445,0.00162096256596471,0.0100099331023739,"1.6","Nsp6"
-0.00711335863227073,0.00176052486645822,0.0106344083651872,"1.7","Nsp6"
-0.0074498591009929,0.00190442897081299,0.0112587170426189,"1.8","Nsp6"
-0.00777755697765979,0.00205264847104277,0.0118828539197453,"1.9","Nsp6"
-0.00809649988231485,0.00220515695916128,0.0125068138006374,"2","Nsp6"
-0.00840673545414418,0.00236192802718226,0.0131305915085087,"2.1","Nsp6"
-0.00870831135162462,0.00252293526711943,0.0137541818858635,"2.2","Nsp6"
-0.00900127525267182,0.00268815227098651,0.0143775797946448,"2.3","Nsp6"
-0.00928567485478814,0.00285755263079723,0.0150007801163826,"2.4","Nsp6"
-0.00956155787521064,0.00303110993856534,0.0156237777523413,"2.5","Nsp6"
-0.00982897205105874,0.00320879778630455,0.0162465676236678,"2.6","Nsp6"
-0.0100879651394817,0.00339058976602859,0.0168691446715389,"2.7","Nsp6"
-0.010338584917806,0.00357645946975118,0.0174915038573084,"2.8","Nsp6"
-0.010580879183682,0.00376638048948607,0.0181136401626541,"2.9","Nsp6"
-0.0108148957552307,0.00396032641724698,0.0187355485897246,"3","Nsp6"
-0.0110406824711897,0.00415827084504762,0.019357224161285,"3.1","Nsp6"
-0.011258287191059,0.00436018736490175,0.0199786619208625,"3.2","Nsp6"
-0.0114677577952456,0.00456604956882307,0.0205998569328917,"3.3","Nsp6"
-0.0116691421852082,0.00477583104882533,0.0212208042828589,"3.4","Nsp6"
-0.0118624882836011,0.00498950539692223,0.0218414990774455,"3.5","Nsp6"
-0.0120478440344163,0.00520704620512754,0.0224619364446713,"3.6","Nsp6"
-0.0122252574031264,0.00542842706545495,0.0230821115340363,"3.7","Nsp6"
-0.0123947763768253,0.0056536215699182,0.0237020195166617,"3.8","Nsp6"
-0.0125564489643683,0.00588260331053102,0.0243216555854304,"3.9","Nsp6"
-0.0127103231965113,0.00611534587930715,0.0249410149551256,"4","Nsp6"
-0.0128564471260485,0.00635182286826031,0.0255600928625691,"4.1","Nsp6"
-0.0129948688279489,0.00659200786940422,0.0261788845667574,"4.2","Nsp6"
-0.013125636399492,0.00683587447475263,0.0267973853489973,"4.3","Nsp6"
-0.0132487979604011,0.00708339627631925,0.0274155905130396,"4.4","Nsp6"
-0.0133644016529757,0.00733454686611778,0.0280334953852113,"4.5","Nsp6"
-0.0134724956422224,0.007589299836162,0.0286510953145464,"4.6","Nsp6"
-0.0135731281159833,0.00784762877846562,0.0292683856729145,"4.7","Nsp6"
-0.0136663472850636,0.00810950728504236,0.0298853618551483,"4.8","Nsp6"
