"vero_low","vero_fit","vero_high","coverage1","coverage","gene"
0.0511065179927206,0.096967561813558,0.142828605634395,"25","Low coverage (25)","Nsp6"
0.0141278755084719,0.0807315648757756,0.147335254243079,"50","Medium coverage (50)","Nsp6"
-0.775443937692637,-0.461332776308112,-0.147221614923587,"75","High coverage (75)","Nsp6"
