"vero_low","vero_fit","vero_high","coverage1","coverage","gene"
-0.00108209282256953,0.00597089994190569,0.0130238927063809,"25","Low coverage (25)","ORF6"
-0.00739851167939905,0.00284478454386628,0.0130880807671316,"50","Medium coverage (50)","ORF6"
-0.031349271358846,0.0169864914934072,0.0653222543456604,"75","High coverage (75)","ORF6"
