"vero_low","vero_fit","vero_high","coverage1","coverage","gene"
-0.0292521390183078,-0.00738993114172144,0.014472276734865,"25","Low coverage (25)","RdRp"
-0.0355348205759274,-0.00377884902546761,0.0279771225249921,"50","Medium coverage (50)","RdRp"
0.0107061509666637,0.161173734971368,0.311641318976071,"75","High coverage (75)","RdRp"
