"vero_low","vero_fit","vero_high","coverage1","coverage","gene"
0.356071984077484,0.397896223556004,0.439720463034525,"25","Low coverage (25)","M"
0.236191697909371,0.29691474786471,0.357637797820049,"50","Medium coverage (50)","M"
-0.243606149356842,0.0415781868839301,0.326762523124702,"75","High coverage (75)","M"
