"vero_low","vero_fit","vero_high","coverage1","coverage","gene"
0.844872728103551,1.1809363463005,1.51699996449744,"25","Low coverage (25)","S"
0.382793231937816,0.870929815557587,1.35906639917736,"50","Medium coverage (50)","S"
-5.46088699974484,-3.15006682235111,-0.839246644957376,"75","High coverage (75)","S"
