"vero_low","vero_fit","vero_high","coverage1","coverage","gene"
0.0444342458354717,0.134243539923916,0.22405283401236,"25","Low coverage (25)","S2"
-0.0393783670220721,0.0910963865264378,0.221571140074948,"50","Medium coverage (50)","S2"
-1.35420249441159,-0.729112620110913,-0.104022745810236,"75","High coverage (75)","S2"
