"vero_low","vero_fit","vero_high","coverage1","coverage","gene"
0.46400793875764,0.552870596954916,0.641733255152192,"25","Low coverage (25)","ORF1b"
0.235179914803558,0.364237306992324,0.493294699181089,"50","Medium coverage (50)","ORF1b"
-0.437866719061864,0.171045584325865,0.779957887713593,"75","High coverage (75)","ORF1b"
