"vero_low","vero_fit","vero_high","coverage1","coverage","gene"
0.671892474526214,0.881896007212474,1.09189953989874,"25","Low coverage (25)","RBD"
0.135485519941262,0.44049104698444,0.745496574027618,"50","Medium coverage (50)","RBD"
-2.15531056269477,-0.714962076250881,0.725386410193012,"75","High coverage (75)","RBD"
